Id|AuthToken|Url|Name|SubscriberId|DocketId
a6221bc6-0e85-11e8-ba89-0ed5f89f718b|268DFA3EB92BC53FAE94A048E23112A1|http://52.178.24.227:8026|Card Registry|DWAPI|PSMART
a6222bc6-0e85-11e8-ba89-0ed5f89f718b|268DFA3EB92BC53FAE94A048E23112A1|http://data.kenyahmis.org:81/dwapi|NDWH Registry|DWAPI|NDWH
a6223bc6-0e85-11e8-ba89-0ed5f89f718b|268DFA3EB92BC53FAE94A048E23112A1|http://data.kenyahmis.org:81/cbs|CBS Registry|DWAPI|CBS
