Id|Name|EndPoint|RestProtocolId
35b9bf80-2f89-11e9-b210-d663bd873d93|EMR Metrics|Matrix|a6471982-0e85-11e8-ba89-0ed5f89f718b
35b9c20a-2f89-11e9-b210-d663bd873d93|EMR Metrics|metrics.Json|a6471aa4-0e85-11e8-ba89-0ed5f89f718b
35b9c35e-2f89-11e9-b210-d663bd873d93|EMR Metrics|metrics.Json|a6471aa5-0e85-11e8-ba89-0ed5f89f718b
35b9c21a-2f89-11e9-b210-d663bd873d93|EMR Metrics|metrics.Json|a6471aa6-0e85-11e8-ba89-0ed5f89f718b
35b9c36e-2f89-11e9-b210-d663bd873d93|EMR Metrics|metrics.Json|a6471aa7-0e85-11e8-ba89-0ed5f89f718b
35b9c37e-2f89-11e9-b210-d663bd873d93|EMR Metrics|metrics.Json|a6471aa8-0e85-11e8-ba89-0ed5f89f718b
