Id|Name|Version|IsMiddleware|IsDefault
a62216ee-0e85-11e8-ba89-0ed5f89f718b|IQCare|1|0|1
a6221856-0e85-11e8-ba89-0ed5f89f718b|KenyaEMR|1|0|0
